id,name,rating,review_count,price,phone,latitude,longitude,city,state,zip_code,address,categories,url,categories_list,top_category
boVWhYsBjWjc8sae8iI4cw,Brantley Creek Barbecue ,4.0,59,,(432) 275-0037,31.90636097378723,-102.28486080910236,Odessa,TX,79765,"3541 Faudree Rd Odessa, TX 79765","Barbeque,Burgers,American",https://www.yelp.com/biz/brantley-creek-barbecue-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Barbeque', 'Burgers', 'American']",Barbeque
GdKY6k0xfAEF551vj_n-dA,Fun Noodle Bar,4.0,123,$$,(432) 307-1238,31.8772269,-102.3464323,Odessa,TX,79762,"2738 N Grandview Ave Odessa, TX 79762","Ramen,Asian Fusion,Chinese",https://www.yelp.com/biz/fun-noodle-bar-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Ramen', 'Asian Fusion', 'Chinese']",Ramen
3yuLDV4n5iDDABA4Rx5qmw,El Sitio 4110,4.3,11,,(432) 246-5122,31.91734802931194,-102.2890867,Odessa,TX,79765,"4110 Faudree Rd Odessa, TX 79765","Breakfast & Brunch,Cocktail Bars,New Mexican Cuisine",https://www.yelp.com/biz/el-sitio-4110-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Breakfast & Brunch', 'Cocktail Bars', 'New Mexican Cuisine']",Breakfast & Brunch
xu4CV8ENp2pHf5fChCH0FA,Vaqueros Over the Fire,4.6,8,,(432) 552-8381,31.85667823737403,-102.3939566018526,W Odessa,TX,79763,"2000 N County Rd W Odessa, TX 79763","Tacos,Breakfast & Brunch,Food Trucks",https://www.yelp.com/biz/vaqueros-over-the-fire-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Tacos', 'Breakfast & Brunch', 'Food Trucks']",Tacos
OEfoxHK5O6brJo8eRqb_1Q,Ed & Tom's Bar B Que,4.8,76,,(432) 307-6606,31.84313,-102.36183,Odessa,TX,79761,"317 E Murphy St Odessa, TX 79761",Barbeque,https://www.yelp.com/biz/ed-and-toms-bar-b-que-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Barbeque'],Barbeque
_kMYI0s2QwBaR5dK3_hJTw,Volcano,4.1,224,$$,(432) 552-8881,31.889699,-102.346956,Odessa,TX,79762,"3952 E 42nd St Ste A Odessa, TX 79762","Chinese,Asian Fusion,Japanese",https://www.yelp.com/biz/volcano-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Chinese', 'Asian Fusion', 'Japanese']",Chinese
XOGjSOY_Dtv6M2f9q_PNCg,Teak & Charlie's Jersey Girl Pizza,4.3,267,$$,(432) 366-2000,31.890087,-102.334115,Odessa,TX,79762,"4007 John Ben Shepperd Pkwy Odessa, TX 79762","Pizza,Salad,Sandwiches",https://www.yelp.com/biz/teak-and-charlies-jersey-girl-pizza-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Pizza', 'Salad', 'Sandwiches']",Pizza
jpnHA-W7fa2NRxAQJnUeOw,Mi Piaci,3.7,206,$$,(432) 362-8060,31.87439,-102.34824,Odessa,TX,79761,"2607 N Grandview Ave Odessa, TX 79761","Italian,Pizza",https://www.yelp.com/biz/mi-piaci-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Italian', 'Pizza']",Italian
gMR72Cp-EyMf86fhTAm_NA,El Sinaloense Mariscos & Bar,3.9,35,,(432) 653-1686,31.849325,-102.369543,Odessa,TX,79761,"512 N Grant Ave Odessa, TX 79761","Seafood,Mexican,Bars",https://www.yelp.com/biz/el-sinaloense-mariscos-and-bar-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Seafood', 'Mexican', 'Bars']",Seafood
1FRVQ9DnLWt8VGkEZ4hqiQ,Limon Con Chile,4.6,45,,(432) 552-8219,31.84769,-102.38226,Odessa,TX,79763,"1001 W 10th St Odessa, TX 79763","Mexican,Breakfast & Brunch,Soup",https://www.yelp.com/biz/limon-con-chile-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Mexican', 'Breakfast & Brunch', 'Soup']",Mexican
KU9D8P0mA-tnTDJ6iYMo1Q,Volcano Korean Bbq,4.5,27,,(432) 307-6934,31.885067,-102.375818,Odessa,TX,79762,"601 E 42nd St Ste B Odessa, TX 79762",Korean,https://www.yelp.com/biz/volcano-korean-bbq-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Korean'],Korean
xDNlferQRTPtAyrTXcV0Dg,Barrel & Derrick,3.7,50,,(432) 653-5803,31.8497053,-102.3672673,Odessa,TX,79761,"305 E 5th St Fl 1st Odessa, TX 79761","Breakfast & Brunch,Tapas/Small Plates,Cocktail Bars",https://www.yelp.com/biz/barrel-and-derrick-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Breakfast & Brunch', 'Tapas/Small Plates', 'Cocktail Bars']",Breakfast & Brunch
UJqbhZE2wU77h3GT4h4Nng,Whitehouse Meat Market,4.4,139,$$,(432) 296-4160,31.91082007387394,-102.29742619523029,Odessa,TX,79765,"7270 Hwy 191 Frontage Ste 210 Odessa, TX 79765","Burgers,Meat Shops",https://www.yelp.com/biz/whitehouse-meat-market-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Burgers', 'Meat Shops']",Burgers
71SXFz7EIAH6axSJZRcaFA,Copper Kettle Cafe,4.2,58,,(432) 272-0531,31.87646,-102.34641,Odessa,TX,79762,"2720 N Grandview Ave Odessa, TX 79762","Cafes,Bakeries,Southern",https://www.yelp.com/biz/copper-kettle-cafe-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Cafes', 'Bakeries', 'Southern']",Cafes
itGrVBuTeSlvB81MjbSfmA,Szechuan House,3.8,16,,(432) 528-8189,31.906859214338645,-102.3012159504412,Odessa,TX,79765,"6990 E Hwy 191 Odessa, TX 79765",Szechuan,https://www.yelp.com/biz/szechuan-house-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Szechuan'],Szechuan
WzxqvzRZ5pwXkaw-XwK-QQ,Pollos Asados Rio Grande,4.5,50,$$,(432) 272-4771,31.83523,-102.36066,Odessa,TX,79761,"1200 S Grant Ave Odessa, TX 79761",Mexican,https://www.yelp.com/biz/pollos-asados-rio-grande-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Mexican'],Mexican
dBEvfqEuCD3at4NyqZLRxg,Taste of India-Permian Basin,4.4,126,$$,(432) 332-4973,31.8698516636137,-102.320614415305,Odessa,TX,79761,"3001 E Business 20 Odessa, TX 79761",Indian,https://www.yelp.com/biz/taste-of-india-permian-basin-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Indian'],Indian
Wl4RyU-yRo6UgHOE4sncyQ,Maria's Mexican Kitchen Odessa,3.5,15,,(432) 282-0240,31.90994614700551,-102.29831426464423,Odessa,TX,79765,"7254 E Hwy 191 Ste 200 Odessa, TX 79765",Mexican,https://www.yelp.com/biz/marias-mexican-kitchen-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Mexican'],Mexican
0nrXazUBKvRuRQVhHG0xOw,Hook & Reel Cajun Seafood & Bar,4.0,111,$$,(432) 552-8481,31.89544933,-102.32920483,ODESSA,TX,79762,"5151 E 42nd St ODESSA, TX 79762","Cajun/Creole,Seafood",https://www.yelp.com/biz/hook-and-reel-cajun-seafood-and-bar-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Cajun/Creole', 'Seafood']",Cajun/Creole
s2u1UnCfou-T6YfmkkObdQ,Pho House,4.1,99,$$,(432) 667-8888,31.8767502515812,-102.329451856024,Odessa,TX,79761,"1541 John Ben Shepperd Pkwy Ste 2 Odessa, TX 79761","Vietnamese,Noodles,Bubble Tea",https://www.yelp.com/biz/pho-house-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Vietnamese', 'Noodles', 'Bubble Tea']",Vietnamese
cuNh9WLF49hnQGDlxInV7g,The Rose Bar B Q,4.5,54,$,(432) 580-3332,31.85685,-102.43443,Odessa,TX,79764,"4740 W University Blvd Odessa, TX 79764",Barbeque,https://www.yelp.com/biz/the-rose-bar-b-q-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Barbeque'],Barbeque
yFkEAEx566YVVsDDloNqIQ,Sushi Brothers,4.2,15,,(432) 614-1786,31.85977,-102.35573,Odessa,TX,79761,"1351 E 8th St Odessa, TX 79761","Sushi Bars,Latin American,Asian Fusion",https://www.yelp.com/biz/sushi-brothers-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Sushi Bars', 'Latin American', 'Asian Fusion']",Sushi Bars
w8Mgb9Idav-g-zFC_U8sUA,Cafe De Luna,4.8,13,,(432) 614-5612,31.88996149770602,-102.34625071125024,Odessa,TX,79762,"3952 E 42nd St Ste S Odessa, TX 79762","Coffee & Tea,Juice Bars & Smoothies,Waffles",https://www.yelp.com/biz/cafe-de-luna-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Coffee & Tea', 'Juice Bars & Smoothies', 'Waffles']",Coffee & Tea
3Jp6BRp6YJkqj0vvnGU17Q,Hercules Barbecue,4.0,11,$$,(432) 894-9259,31.882812,-102.3846715,Odessa,TX,79763,"4200 Andrews Hwy Odessa, TX 79763","Food Trucks,Barbeque",https://www.yelp.com/biz/hercules-barbecue-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Food Trucks', 'Barbeque']",Food Trucks
M2PeottJHO4PHDdW2xJV7Q,Patrick Clay's Icon Tavern,3.6,11,,(432) 653-4726,31.8483,-102.36907,Odessa,TX,79761,"418 N Grant Ave Odessa, TX 79761","Sports Bars,Burgers,Beer Bar",https://www.yelp.com/biz/patrick-clays-icon-tavern-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Sports Bars', 'Burgers', 'Beer Bar']",Sports Bars
ZK6SssHajk8-Bspo69-5Uw,Taqueria Guadalupana,4.5,74,$,(480) 231-6805,31.83383,-102.35875,Odessa,TX,79761,"1255 S Grant Ave Odessa, TX 79761",Mexican,https://www.yelp.com/biz/taqueria-guadalupana-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Mexican'],Mexican
daCtNhLqo8YAxu1OclcMKQ,Torchy's Tacos,3.2,125,$$,(432) 308-5040,31.84935,-102.366641,Odessa,TX,79761,"306 E 5th St Odessa, TX 79761","Tacos,Tex-Mex",https://www.yelp.com/biz/torchys-tacos-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Tacos', 'Tex-Mex']",Tacos
DzS1JIvd7-3EfRlMWoQqqA,Bubba's 33,3.4,123,$$,(432) 366-7427,31.89770089503431,-102.3153717368227,Odessa,TX,79762,"6153 E Highway 191 Odessa, TX 79762","American,Burgers,Pizza",https://www.yelp.com/biz/bubbas-33-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['American', 'Burgers', 'Pizza']",American
qQyi_SYie-1qtFg1K5ZSKg,Press Cafe,4.4,68,,(432) 498-0235,31.90809,-102.2929,Odessa,TX,79765,"4400 Parks Legado Rd Odessa, TX 79765","Coffee & Tea,Bakeries,Breakfast & Brunch",https://www.yelp.com/biz/press-cafe-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Coffee & Tea', 'Bakeries', 'Breakfast & Brunch']",Coffee & Tea
cQwLm57rqLXTQGnsIZROkg,Taboo Restaurant,2.4,23,,(432) 614-0160,31.88046,-102.330513,Odessa,TX,79762,"2727 John Ben Shepperd Pkwy Odessa, TX 79762","Sushi Bars,Pasta Shops,Steakhouses",https://www.yelp.com/biz/taboo-restaurant-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Sushi Bars', 'Pasta Shops', 'Steakhouses']",Sushi Bars
5lpyf_YIhIUGnHr5G7VKrA,Cafe San Blas,4.1,48,,(432) 880-1455,31.851460339789472,-102.36919627576916,Odessa,TX,79761,"216 E 8th St Odessa, TX 79761","Mexican,Breakfast & Brunch,Burgers",https://www.yelp.com/biz/cafe-san-blas-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Mexican', 'Breakfast & Brunch', 'Burgers']",Mexican
SpWz8Rw2TfFpf7Spj19YMQ,Kung Fu China Express,3.8,16,,(432) 552-8876,31.892523,-102.341293,Odessa,TX,79762,"4101 E 42nd St Odessa, TX 79762",Chinese,https://www.yelp.com/biz/kung-fu-china-express-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Chinese'],Chinese
1ztzAcgA8fSXgnFhfnoWfw,SHRIMP BOAT,2.7,42,$$$$,(432) 363-6237,31.88225,-102.31412,Odessa,TX,79762,"5200 E University Blvd Odessa, TX 79762",Restaurants,https://www.yelp.com/biz/shrimp-boat-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Restaurants'],Restaurants
bk0lltcXD4GlEUqBFkqDNA,Saltgrass Steak House,2.7,194,$$,(432) 563-1951,31.909213197366004,-102.29892641410348,Odessa,TX,79762,"7240 East Hwy 191 Odessa, TX 79762","Steakhouses,Seafood,American",https://www.yelp.com/biz/saltgrass-steak-house-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Steakhouses', 'Seafood', 'American']",Steakhouses
kwpgpS6OTkteRuA7QMDAdA,Big Daddy's Catfish & Chicken,3.4,101,$$,(432) 550-6830,31.885956235884,-102.37245026627,Odessa,TX,79762,"1121 E 42nd St Odessa, TX 79762","Fish & Chips,American,Sandwiches",https://www.yelp.com/biz/big-daddys-catfish-and-chicken-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Fish & Chips', 'American', 'Sandwiches']",Fish & Chips
NhxL3GWXRSL9qDkV4DUJ2w,Taqueria Reynosa,3.5,43,$$,(432) 272-1056,31.875784,-102.347779,Odessa,TX,78762,"2701 N Grandview Ave Odessa, TX 78762",Mexican,https://www.yelp.com/biz/taqueria-reynosa-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Mexican'],Mexican
bwAwcc1Fe1j3B-yVbN6mYQ,Noodle House,4.5,2,,(432) 232-9829,31.9182607,-102.2869708,Odessa,TX,79765,"4101 Medical Park Dr Ste 130 Odessa, TX 79765","Chinese,Noodles,Soup",https://www.yelp.com/biz/noodle-house-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Chinese', 'Noodles', 'Soup']",Chinese
eupdhzNuH0GO3hHQ9rNByQ,Pho&More,3.8,37,,(432) 614-6541,31.8907100585561,-102.333845359577,Odessa,TX,79762,"4023 John Ben Shepperd Pkwy Odessa, TX 79762","Vietnamese,Noodles",https://www.yelp.com/biz/pho-and-more-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Vietnamese', 'Noodles']",Vietnamese
BboSIJybE4PfrjyN0pMjaA,Elva's Taco Casa,4.3,25,$,(432) 333-2831,31.860422,-102.351119,Odessa,TX,79761,"807 Royalty Ave Odessa, TX 79761",Mexican,https://www.yelp.com/biz/elvas-taco-casa-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Mexican'],Mexican
JqnAcarkFYfRKeBXZJncbQ,Permian Basin Hamburger Co Downtown,4.2,18,$,(432) 333-4971,31.8492660522461,-102.369758605957,Odessa,TX,79761,"520 N Grant Ave Odessa, TX 79761","Burgers,Hot Dogs",https://www.yelp.com/biz/permian-basin-hamburger-co-downtown-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Burgers', 'Hot Dogs']",Burgers
VOI17WYhBkWnZFKWTbDUdQ,Brunch and Munch Eatery And Creperie,3.5,91,$$$,(432) 552-8777,31.8424418000538,-102.389553996835,Odessa,TX,79763,"818 N County Rd W Odessa, TX 79763","Breakfast & Brunch,New American,Creperies",https://www.yelp.com/biz/brunch-and-munch-eatery-and-creperie-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Breakfast & Brunch', 'New American', 'Creperies']",Breakfast & Brunch
Vgx65SkoGYrOh95bmo1nrQ,Crab station & Oyster Bar - Odessa,3.4,33,,(432) 614-6526,31.885384,-102.374941,Odessa,TX,79762,"4231 N Dixie Blvd Odessa, TX 79762","Seafood,Cajun/Creole,Chicken Wings",https://www.yelp.com/biz/crab-station-and-oyster-bar-odessa-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Seafood', 'Cajun/Creole', 'Chicken Wings']",Seafood
kJqzj8huKdS38AP3krsrVg,My Maria Mexican & American Cuisine,3.8,14,,(432) 631-5960,31.85578143768553,-102.37516028459652,Odessa,TX,79763,"1307 N Grant Odessa, TX 79763","Mexican,Breakfast & Brunch,Coffee & Tea",https://www.yelp.com/biz/my-maria-mexican-and-american-cuisine-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"['Mexican', 'Breakfast & Brunch', 'Coffee & Tea']",Mexican
SSitljvA2cMFhuSSvtZeCg,Manuel's Odessa Tortilla & Tamale Factory,4.8,11,$$,(432) 332-6676,31.85619,-102.34615,Odessa,TX,79761,"1915 E 2nd St Odessa, TX 79761",Mexican,https://www.yelp.com/biz/manuels-odessa-tortilla-and-tamale-factory-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,['Mexican'],Mexican
